"",id,trait,note,group_name,mr,year,author,sex,pmid,population,unit,sample_size,nsnp,build,category,subcategory,ontology,ncase,consortium,ncontrol,priority,sd
"7151",ebi-a-GCST90010193,Bleomycin hydrolase levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1323,18221903,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7152",ukb-e-20077_AFR,Number of diet questionnaires completed,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,2130,15534970,HG19/GRCh37,Continuous,NA,NA,2130,NA,0,0,
"7153",ubm-a-2961,a2009s lh G&S paracentral thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7154",ebi-a-GCST90011412,OTU97_8 (Ruminococcaceae) abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5367524,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7155",ukb-b-14210,"Non-cancer illness code, self-reported: rectal or colon adenoma/polyps",20002#1460: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,1391,MRC-IEU,461542,1,
"7156",ubm-a-1338,NET100 0182,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7157",finn-b-AB1_VIRAL_HEPATITIS,Viral hepatitis,AB1_VIRAL_HEPATITIS,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,1226,NA,217566,0,
"7158",ukb-d-20493,Severity of problems due to mania or irritability,NA,public,1,2018,Neale lab,Males and Females,,European,NA,26655,12871267,HG19/GRCh37,Binary,NA,NA,7988,NA,18667,0,
"7159",ukb-e-recode427_CSA,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9809879,HG19/GRCh37,Binary,NA,NA,454,NA,8422,0,
"7160",ukb-e-4294_p1_CSA,Final attempt correct,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,5371,9806472,HG19/GRCh37,Binary,NA,NA,822,NA,4549,0,
"7161",ubm-a-1282,NET100 0126,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7162",ukb-b-9882,Operation code: hip surgery (not replacement),20004#1497: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,1826,MRC-IEU,461107,1,
"7163",ukb-b-1795,Low calorie hot chocolate intake,100540: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64942,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7164",ukb-e-20160_MID,Ever smoked,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1564,12030084,HG19/GRCh37,Binary,NA,NA,930,NA,634,0,
"7165",finn-b-N14_AMENORRHEAPRIM,Amenorrhoea,N14_AMENORRHEAPRIM,public,1,2021,NA,Males and Females,,European,NA,,16376394,HG19/GRCh37,Binary,NA,NA,1211,NA,68969,0,
"7166",ubm-a-2343,NET100 1187,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7167",ebi-a-GCST90001802,CD27 on IgD- CD38- B cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3657,15048951,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7168",ukb-a-218,Illnesses of siblings: None of the above (group 1),NA,public,1,2017,Neale,Males and Females,,European,SD,259921,10894596,HG19/GRCh37,NA,NA,NA,178376,Neale Lab,84358,1,
"7169",ubm-a-2802,a2009s lh S intrapariet&P trans area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7170",finn-b-H7_EYEADNEXOTH,Other specified and unspecified disorders of eye and adnexa,H7_EYEADNEXOTH,public,1,2021,NA,Males and Females,,European,NA,,16380462,HG19/GRCh37,Binary,NA,NA,599,NA,216919,0,
"7171",ebi-a-GCST90018120,Idiopathic pulmonary fibrosis,NA,public,1,2020,Duckworth A,NA,33197388,European,NA,451025,16137102,HG19/GRCh37,NA,NA,NA,1369,NA,435866,0,
"7172",ukb-e-30740_CSA,Glucose,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,7694,9811617,HG19/GRCh37,Continuous,NA,NA,7694,NA,0,0,
"7173",ukb-b-15932,Operative procedures - main OPCS: T52.1 Palmar fasciectomy,41200#T521: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,2106,MRC-IEU,460904,1,
"7174",finn-b-H7_OCUPAIN,Ocular pain,H7_OCUPAIN,public,1,2021,NA,Males and Females,,European,NA,,16380461,HG19/GRCh37,Binary,NA,NA,893,NA,216919,0,
"7175",finn-b-M13_ARTHROSIS_INCLAVO,"Artrosis, including avohilmo",M13_ARTHROSIS_INCLAVO,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,39859,NA,178933,0,
"7176",ukb-b-3469,"Diagnoses - main ICD10: I21.9 Acute myocardial infarction, unspecified",41202#I219: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,2321,MRC-IEU,460689,1,
"7177",ukb-e-104080_CSA,Coleslaw intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9797409,HG19/GRCh37,Continuous,NA,NA,1469,NA,0,0,
"7178",ukb-e-104050_CSA,Mashed potato intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9797409,HG19/GRCh37,Continuous,NA,NA,1469,NA,0,0,
"7179",ukb-d-VI_NERVOUS,Diseases of the nervous system,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,13586589,HG19/GRCh37,Binary,NA,NA,21323,NA,339871,0,
"7180",ukb-d-22617_2313,"Job SOC coding: Education officers, school inspectors",NA,public,1,2018,Neale lab,Males and Females,,European,NA,91149,9422840,HG19/GRCh37,Binary,NA,NA,1080,NA,90069,0,
"7181",ubm-a-1811,NET100 0655,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7182",ebi-a-GCST90006895,Cytomegalovirus pp52 antibody levels,NA,public,1,2020,Butler-Laporte G,NA,33204752,European,NA,5681,9172314,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7183",ebi-a-GCST90002076,SSC-A on Natural Killer,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3113,14903739,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7184",ubm-a-1443,NET100 0287,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7185",ubm-a-1641,NET100 0485,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7186",ukb-e-6160_p4_CSA,Leisure/social activities,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8478,9808338,HG19/GRCh37,Binary,NA,NA,2714,NA,5764,0,
"7187",ukb-b-845,"Heel quantitative ultrasound index (QUI), direct entry (left)",4104: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,146226,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"7188",ukb-e-102130_AFR,Dessert consumers,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1207,15441156,HG19/GRCh37,Binary,NA,NA,297,NA,910,0,
"7189",ubm-a-827,IDP dMRI ProbtrackX OD fma,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7190",ebi-a-GCST90006919,Anti-herpes simplex virus 2 IgG seropositivity,NA,public,1,2020,Butler-Laporte G,NA,33204752,European,NA,8735,9170312,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7191",finn-b-CD2_BENIGN_SIGMOID_COLON_EXALLC,Benign neoplasm: Sigmoid colon (all cancers excluded),CD2_BENIGN_SIGMOID_COLON_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380339,HG19/GRCh37,Binary,NA,NA,2133,NA,179396,0,
"7192",ebi-a-GCST90011682,TestASV_1 (Bacteroides) prevalence,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5438111,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7193",ukb-a-461,Vitamin and mineral supplements: Vitamin C,NA,public,1,2017,Neale,Males and Females,,European,SD,335591,10894596,HG19/GRCh37,NA,NA,NA,28536,Neale Lab,307055,1,
"7194",finn-b-E4_MALNUTRITION,Malnutrition,E4_MALNUTRITION,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,180,NA,218612,0,
"7195",ebi-a-GCST90010118,C-X-C motif chemokine 1 levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1301,18166693,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7196",finn-b-M13_MYALGIA,Myalgia,M13_MYALGIA,public,1,2021,NA,Males and Females,,European,NA,,16380315,HG19/GRCh37,Binary,NA,NA,3021,NA,167641,0,
"7197",finn-b-ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION,"Injuries to unspecified part of trunk, limb or body region",ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,1037,NA,217755,0,
"7198",ubm-a-869,IDP dMRI ProbtrackX ISOVF unc l,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7199",ebi-a-GCST90001653,CD28- CD4-CD8- T cell %CD4-CD8- T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3440,15147619,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7200",ebi-a-GCST90000513,Frozen shoulder,NA,public,1,2021,Green HD,NA,34111113,European,NA,627998,8423455,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7201",ubm-a-73,IDP T1 FAST ROIs R intracalc cortex,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8427,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7202",ukb-e-41253_p7_CSA,Inpatient record format,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9810312,HG19/GRCh37,Binary,NA,NA,2967,NA,5909,0,
"7203",ukb-e-627_CSA,Menopausal and postmenopausal disorders,NA,public,1,2020,Pan-UKB team,Females,,South Asian,NA,3615,9685879,HG19/GRCh37,Binary,NA,NA,205,NA,3410,0,
"7204",ukb-b-19560,Skin colour,1717: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,456692,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7205",ukb-e-101230_CSA,Naan bread intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1461,9796819,HG19/GRCh37,Continuous,NA,NA,1461,NA,0,0,
"7206",ukb-e-1220_MID,Daytime dozing / sleeping (narcolepsy),NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1508,11873628,HG19/GRCh37,Continuous,NA,NA,1508,NA,0,0,
"7207",ukb-e-K44_CSA,K44 Diaphragmatic hernia,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9811840,HG19/GRCh37,Binary,NA,NA,660,NA,8216,0,
"7208",ukb-b-7739,Operative procedures - main OPCS: L87.4 Avulsion of varicose vein of leg,41200#L874: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1127,MRC-IEU,461883,1,
"7209",finn-b-C3_EYE_BRAIN_NEURO_EXALLC,"""Malignant neoplasm of eye, brain and central nervous system"" (all cancers excluded)",C3_EYE_BRAIN_NEURO_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380310,HG19/GRCh37,Binary,NA,NA,1446,NA,174006,0,
"7210",ukb-b-18593,Vitamin D,100021: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64979,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"7211",ebi-a-GCST90020092,Estradiol levels,NA,public,1,2021,Schmitz D,NA,34255042,European,NA,163985,7488193,HG19/GRCh37,NA,NA,NA,37461,NA,126524,0,
"7212",ebi-a-GCST004446,Interleukin-6 levels,NA,public,1,2016,Ahola-Olli AV,NA,27989323,European,NA,8189,9790590,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7213",ubm-a-745,IDP dMRI ProbtrackX L2 cst r,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7214",ukb-b-5427,White fish intake,103190: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64945,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7215",ebi-a-GCST90011427,OTU99_121 (Ruminococcaceae) abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5526671,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7216",ukb-b-175,Operation code: vaginal prolapse/colposuspension,20004#1361: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,4282,MRC-IEU,458651,1,
"7217",ieu-a-32,Ulcerative colitis,,public,1,2015,Liu,Males and Females,26192919,European,log odds,27432,12255197,HG19/GRCh37,Disease,Autoimmune / inflammatory,NA,6968,IIBDGC,20464,1,
"7218",finn-b-C3_AML_EXALLC,Acute myeloid leukaemia (all cancers excluded),C3_AML_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380304,HG19/GRCh37,Binary,NA,NA,90,NA,174006,0,
"7219",ebi-a-GCST90001775,CD25 on B cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3660,15049199,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7220",ukb-e-1548_MID,Variation in diet,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1478,11880887,HG19/GRCh37,Continuous,NA,NA,1478,NA,0,0,
"7221",finn-b-CD2_BENIGN_EAR_NASAL_SINUS_EXALLC,"""Benign neoplasm: Middle ear, nasal cavity and accessory sinuses"" (all cancers excluded)",CD2_BENIGN_EAR_NASAL_SINUS_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380338,HG19/GRCh37,Binary,NA,NA,507,NA,180399,0,
"7222",ukb-e-6177_p1_CSA,"Medication for cholesterol, blood pressure or diabetes",NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,4553,9817245,HG19/GRCh37,Binary,NA,NA,1580,NA,2973,0,
"7223",ukb-d-30050_irnt,Mean corpuscular haemoglobin,NA,public,1,2018,Neale lab,Males and Females,,European,NA,350472,13586285,HG19/GRCh37,Continuous,NA,NA,,NA,,0,
"7224",ukb-b-5867,Intake of artificial sweetener added to tea,100500: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7225",ukb-b-8213,Diagnoses - main ICD10: M23.2 Derangement of meniscus due to old tear or injury,41202#M232: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1433,MRC-IEU,461577,1,
"7226",ubm-a-1397,NET100 0241,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7227",ukb-b-19006,Types of spread used on bread/crackers: Low fat polyunsaturated margarine on bread/crackers,20087#172: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Binary,NA,NA,5770,MRC-IEU,59179,1,
"7228",finn-b-ST19_INJURI_WRIST_HAND,Injuries to the wrist and hand,ST19_INJURI_WRIST_HAND,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,19756,NA,199036,0,
"7229",ebi-a-GCST90001797,CD27 on CD20- CD38- B cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3592,15030398,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7230",ebi-a-GCST90016955,Gut microbiota abundance (unknown family id.1000006161),NA,public,1,2021,Kurilshikov A,NA,33462485,European,NA,14306,5316331,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7231",ebi-a-GCST90014239,FEV1/FVC ratio x sex interaction,NA,public,1,2020,Fawcett KA,NA,33728380,European,NA,303612,7720719,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7232",ukb-b-3255,Treatment speciality of consultant (recoded): Upper gastrointestinal surgery,41246#2600: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,443989,9851867,HG19/GRCh37,Binary,NA,NA,1508,MRC-IEU,442481,1,
"7233",ebi-a-GCST90017088,Gut microbiota abundance (genus Veillonella id.2198),NA,public,1,2021,Kurilshikov A,NA,33462485,European,NA,14306,5486191,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7234",ukb-b-8398,"Non-cancer illness code, self-reported: glaucoma",20002#1277: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,4737,MRC-IEU,458196,1,
"7235",ukb-b-2732,Time from waking to first cigarette,3466: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,33304,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7236",ubm-a-1655,NET100 0499,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7237",ukb-b-15895,Treatment/medication code: allopurinol,20003#1140875408: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,5243,MRC-IEU,457690,1,
"7238",finn-b-ALCONEURODEGEN,Degeneration of nervous system due to alcohol,ALCONEURODEGEN,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,313,NA,218479,0,
"7239",ebi-a-GCST90011333,G_Lachnospiraceae abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5438285,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7240",ubm-a-2934,DKTatlas lh isthmuscingulate thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7241",ukb-b-17309,"Diagnoses - secondary ICD10: R00.0 Tachycardia, unspecified",41204#R000: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1005,MRC-IEU,462005,1,
"7242",finn-b-M13_CERVICALGIA,Cervicalgia,M13_CERVICALGIA,public,1,2021,NA,Males and Females,,European,NA,,16380284,HG19/GRCh37,Binary,NA,NA,3274,NA,164682,0,
"7243",ukb-d-22640_1,Mixture of day and night shifts worked: Shift pattern was worked for whole of job,NA,public,1,2018,Neale lab,Males and Females,,European,NA,25697,13531003,HG19/GRCh37,Binary,NA,NA,12718,NA,12979,0,
"7244",ukb-b-14898,Water intake,1528: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,427588,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7245",ukb-e-1747_p5_MID,"Hair colour (natural, before greying)",NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1563,11321269,HG19/GRCh37,Binary,NA,NA,708,NA,855,0,
"7246",ukb-e-1468_p5_AFR,Cereal type,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,4863,15533096,HG19/GRCh37,Binary,NA,NA,1049,NA,3814,0,
"7247",ubm-a-209,IDP dMRI TBSS FA Superior cerebellar peduncle L,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7248",finn-b-G6_AUTONOM,Autonomic disorders,G6_AUTONOM,public,1,2021,NA,Males and Females,,European,NA,,16380402,HG19/GRCh37,Binary,NA,NA,262,NA,205799,0,
"7249",ukb-e-20508_AFR,Recent trouble concentrating on things,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,935,15303003,HG19/GRCh37,Continuous,NA,NA,935,NA,0,0,
"7250",ukb-e-282_AFR,Hereditary hemolytic anemias,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6103,15517098,HG19/GRCh37,Binary,NA,NA,375,NA,5728,0,
"7251",ebi-a-GCST90000487,Matrix metalloproteinase levels,NA,public,1,2020,Hillary RF,NA,32641083,European,NA,982,7883813,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7252",ukb-e-1130_AFR,Hands-free device/speakerphone use with mobile phone in last 3 month,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,5909,15531751,HG19/GRCh37,Continuous,NA,NA,5909,NA,0,0,
"7253",ukb-b-17553,Pregnant,3140: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,250880,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7254",ubm-a-588,IDP dMRI TBSS ISOVF Medial lemniscus R,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7255",ukb-e-3526_AFR,Mother's age at death,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,2761,15518699,HG19/GRCh37,Continuous,NA,NA,2761,NA,0,0,
"7256",ukb-b-20341,Butternut squash intake,104150: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64943,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
